ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,02-Dec-24,RESOURCES,VALTECH LTD,02-Dec-24,525.60 ,EXTERNAL CONTRACTED PRINTING,V002325772
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ADULT CARE LCO FUNCTIONS,NONSTOP CONSULTING LTD,02-Dec-24,"1,533.33 ",AGENCY STAFF,V002325773
ROCHDALE BOROUGH COUNCIL,02-Dec-24,CHILDREN’S SOCIAL CARE,NEW WINGS,02-Dec-24,500.00 ,ACTIVITIES,V002325774
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ADULT CARE LCO FUNCTIONS,NONSTOP CONSULTING LTD,02-Dec-24,"1,526.25 ",AGENCY STAFF,V002325775
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,09-Dec-24,52.00 ,BUILDING MATERIALS,V002325776
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ADULT CARE LCO FUNCTIONS,NONSTOP CONSULTING LTD,02-Dec-24,"1,480.00 ",AGENCY STAFF,V002325777
ROCHDALE BOROUGH COUNCIL,02-Dec-24,EARLY HELP AND SCHOOLS,BARNARDOS,02-Dec-24,"16,502.42 ",SERVICE LEVEL AGREEMENTS,V002325779
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ADULT CARE LCO FUNCTIONS,NONSTOP CONSULTING LTD,02-Dec-24,"1,125.00 ",AGENCY STAFF,V002325780
ROCHDALE BOROUGH COUNCIL,09-Dec-24,ECONOMY DIRECTORATE,MILLENNIUM HYGIENE SERVICES,09-Dec-24,47.81 ,HYGIENE EQUIPMENT,V002325783
ROCHDALE BOROUGH COUNCIL,02-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,MOTUS COMMERCIALS,02-Dec-24,300.00 ,VEHICLE MAINTENANCE,V002325838
ROCHDALE BOROUGH COUNCIL,27-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,INITIAL WASHROOM HYGIENE,27-Dec-24,94.15 ,EQUIPMENT - GENERAL,V002325841
ROCHDALE BOROUGH COUNCIL,02-Dec-24,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,02-Dec-24,"5,230.00 ",VANDALISM,V002325845
ROCHDALE BOROUGH COUNCIL,02-Dec-24,PUBLIC HEALTH,WONDE LTD,02-Dec-24,"600,000.00 ",ACTIVITIES,V002325846
ROCHDALE BOROUGH COUNCIL,02-Dec-24,CHILDREN’S SOCIAL CARE,BROMLEY SAFEGUARDING ADULTS BOARD,02-Dec-24,250.00 ,TRAINING,V002325847
ROCHDALE BOROUGH COUNCIL,02-Dec-24,EARLY HELP AND SCHOOLS,ONLINE ERGONOMICS LTD,02-Dec-24,814.67 ,EQUIPMENT - GENERAL,V002325848
ROCHDALE BOROUGH COUNCIL,02-Dec-24,EARLY HELP AND SCHOOLS,ONLINE ERGONOMICS LTD,02-Dec-24,814.67 ,EQUIPMENT - GENERAL,V002325849
ROCHDALE BOROUGH COUNCIL,02-Dec-24,CHILDREN’S SOCIAL CARE,INTRAQUEST COMMUNITY CIC,02-Dec-24,750.00 ,ACTIVITIES,V002325851
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ECONOMY DIRECTORATE,AVISON YOUNG UK LTD,02-Dec-24,"8,500.00 ",FEES / COMMISSION,V002325854
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD RECYCLING SERVICE LTD,03-Dec-24,"2,521.50 ",EQUIPMENT - GENERAL,V002325855
ROCHDALE BOROUGH COUNCIL,04-Dec-24,ADULT CARE LCO FUNCTIONS,VINTAGE WORX COMMUNITY DEVELOPMENT TRUST,04-Dec-24,150.00 ,ROOM HIRE,V002325863
ROCHDALE BOROUGH COUNCIL,06-Dec-24,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,06-Dec-24,180.00 ,PROPERTY - WORKS ELEMENT,V002325879
ROCHDALE BOROUGH COUNCIL,09-Dec-24,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,09-Dec-24,"2,000.00 ",TRAINING,V002325886
ROCHDALE BOROUGH COUNCIL,09-Dec-24,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,09-Dec-24,"4,000.00 ",TRAINING,V002325886
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,TARMAC TRADING LIMITED,03-Dec-24,122.52 ,MATERIAL - GENERAL,V002325894
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,TARMAC TRADING LIMITED,03-Dec-24,"1,461.77 ",MATERIAL - GENERAL,V002325894
ROCHDALE BOROUGH COUNCIL,16-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,M AND G TRANSPORT LTD,16-Dec-24,"1,848.00 ",REPAIRS & ALTS OF BUILDINGS,V002325896
ROCHDALE BOROUGH COUNCIL,16-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,M AND G TRANSPORT LTD,16-Dec-24,77.00 ,REPAIRS & ALTS OF BUILDINGS,V002325896
ROCHDALE BOROUGH COUNCIL,02-Dec-24,PUBLIC HEALTH,TILE HILL INTERIM AND EXECUTIVE LTD,02-Dec-24,"16,804.00 ",HUMAN RESOURCES,V002325897
ROCHDALE BOROUGH COUNCIL,11-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,11-Dec-24,44.50 ,BUILDING MATERIALS,V002325920
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,PHS GROUP PLC,03-Dec-24,62.12 ,REFUSE DISPOSAL,V002325930
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,PHS GROUP PLC,03-Dec-24,14.32 ,REFUSE DISPOSAL,V002325930
ROCHDALE BOROUGH COUNCIL,02-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,02-Dec-24,39.00 ,BUILDING MATERIALS,V002325976
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ECONOMY DIRECTORATE,ALLIANCE DISPOSABLES LIMITED,02-Dec-24,38.86 ,CLEANING AND DOMESTIC SUPPLIES,V002325991
ROCHDALE BOROUGH COUNCIL,19-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,SHORROCK TRICHEM LTD,19-Dec-24,34.00 ,MAINTENANCE,V002325999
ROCHDALE BOROUGH COUNCIL,11-Dec-24,EARLY HELP AND SCHOOLS,MIDDLETON CARS,11-Dec-24,"2,455.00 ",TAXI HIRE,V002326003
ROCHDALE BOROUGH COUNCIL,02-Dec-24,PROPERTY AND HIGHWAYS,FAST HIRE AND SALES LTD,02-Dec-24,486.10 ,HIRE OF EQUIPMENT,V002326010
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,STANNAH LIFT SERVICES LTD,03-Dec-24,63.00 ,REMOVAL EXPENDITURE,V002326014
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,E ON ENERGY SOLUTIONS LTD HIGHWAY LIGHTING,03-Dec-24,412.19 ,ACTIVITIES,V002326015
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ECONOMY DIRECTORATE,ROYAL MAIL GROUP LTD,02-Dec-24,24.64 ,TRANSLATION & INTERPRETATION,V002326020
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,STANDARD FUEL OILS,03-Dec-24,"32,913.87 ",TRANSACTIONS-EXPENDITURE,V002326022
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,SH 24,03-Dec-24,822.78 ,PH OTHER CONTRACTS,V002326023
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,SIREN TRAINING LTD,03-Dec-24,108.00 ,TRAINING-NON QUALIFICATION,V002326025
ROCHDALE BOROUGH COUNCIL,03-Dec-24,RESOURCES,CRITIQOM LIMITED,03-Dec-24,"1,065.98 ",PRINTING & STATIONERY,V002326032
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,03-Dec-24,157.95 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002326034
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,GROUND CONTROL LTD,03-Dec-24,921.06 ,GROUNDS MAINTENANCE GENERAL,V002326036
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,GROUND CONTROL LTD,03-Dec-24,765.23 ,GROUNDS MAINTENANCE GENERAL,V002326037
ROCHDALE BOROUGH COUNCIL,17-Dec-24,EARLY HELP AND SCHOOLS,IPSEA,17-Dec-24,250.00 ,TRAINING,V002326038
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,I B ENVIRONMENTAL LTD,03-Dec-24,364.86 ,CONTRACTED SERVICES,V002326039
ROCHDALE BOROUGH COUNCIL,03-Dec-24,RESOURCES,NOMINET,03-Dec-24,425.24 ,TELEPHONE EXPENDITURE,V002326041
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,ELDERCARE UK LTD,03-Dec-24,"10,612.85 ",SERVICE LEVEL AGREEMENTS,V002326042
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,ELDERCARE UK LTD,03-Dec-24,615.35 ,SERVICE LEVEL AGREEMENTS,V002326042
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,ELDERCARE UK LTD,03-Dec-24,597.00 ,SERVICE LEVEL AGREEMENTS,V002326043
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,ELDERCARE UK LTD,03-Dec-24,"10,209.00 ",SERVICE LEVEL AGREEMENTS,V002326043
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,VIVEDIA LTD,03-Dec-24,"1,033.00 ",MUSIC SERVICE,V002326045
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,VIVEDIA LTD,03-Dec-24,344.00 ,MUSIC SERVICE,V002326047
ROCHDALE BOROUGH COUNCIL,06-Dec-24,RESOURCES,APEX RADIO SYSTEMS LTD,06-Dec-24,-50.00 ,HIRE OF EQUIPMENT,V002326055
ROCHDALE BOROUGH COUNCIL,17-Dec-24,EARLY HELP AND SCHOOLS,FAMILY ACTION,17-Dec-24,32.00 ,PROVISIONS,V002326125
ROCHDALE BOROUGH COUNCIL,17-Dec-24,EARLY HELP AND SCHOOLS,FAMILY ACTION,17-Dec-24,1.00 ,PROVISIONS,V002326125
ROCHDALE BOROUGH COUNCIL,02-Dec-24,RESOURCES,CARRICK SIGNS LTD,02-Dec-24,134.60 ,PRINTING & STATIONERY,V002326158
ROCHDALE BOROUGH COUNCIL,02-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,A AND D DOOR SYSTEMS LTD,02-Dec-24,89.00 ,REPAIRS & ALTS OF BUILDINGS,V002326160
ROCHDALE BOROUGH COUNCIL,02-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,A AND D DOOR SYSTEMS LTD,02-Dec-24,595.00 ,REPAIRS & ALTS OF BUILDINGS,V002326161
ROCHDALE BOROUGH COUNCIL,03-Dec-24,EARLY HELP AND SCHOOLS,ROBERT WHETHAM ASSOCIATES LTD,03-Dec-24,201.25 ,CONSULTANTS FEES,V002326169
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,03-Dec-24,"1,725.01 ",CONSULTANTS FEES,V002326170
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,MASSEY AND HARRIS ENGINEERING LTD,03-Dec-24,108.00 ,MAINTENANCE,V002326171
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,G2 RECRUITMENT SOLUTIONS LTD,03-Dec-24,307.79 ,AGENCY STAFF,V002326172
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,G2 RECRUITMENT SOLUTIONS LTD,03-Dec-24,"1,922.21 ",AGENCY STAFF,V002326172
ROCHDALE BOROUGH COUNCIL,03-Dec-24,RESOURCES,CRITIQOM LIMITED,03-Dec-24,"4,588.02 ",POSTAGE,V002326173
ROCHDALE BOROUGH COUNCIL,03-Dec-24,EARLY HELP AND SCHOOLS,NEW IMAGE LIGHTING LTD,03-Dec-24,"1,365.00 ",EVENTS,V002326174
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,THE UNIVERSITY OF MANCHESTER,03-Dec-24,"1,350.00 ",TRAINING,V002326175
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,THE UNIVERSITY OF MANCHESTER,03-Dec-24,"1,350.00 ",TRAINING,V002326175
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,CROWTHER AND SHAW LTD,03-Dec-24,300.00 ,PROPERTY - WORKS ELEMENT,V002326176
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,FAST HIRE AND SALES LTD,03-Dec-24,40.00 ,MAINTENANCE,V002326178
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,MONTROSE LIVING,03-Dec-24,100.00 ,YOUNGE PERSONS ALLOWANCE,V002326179
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,25.00 ,GROUNDS MAINTENANCE GENERAL,V002326222
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,83.33 ,GROUNDS MAINTENANCE GENERAL,V002326223
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,29.50 ,GROUNDS MAINTENANCE GENERAL,V002326225
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,61.67 ,GROUNDS MAINTENANCE GENERAL,V002326226
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,36.67 ,GROUNDS MAINTENANCE GENERAL,V002326227
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,25.00 ,GROUNDS MAINTENANCE GENERAL,V002326228
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,70.00 ,GROUNDS MAINTENANCE GENERAL,V002326230
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,50.83 ,GROUNDS MAINTENANCE GENERAL,V002326231
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,50.84 ,GROUNDS MAINTENANCE GENERAL,V002326231
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,H B CLARK AND CO SUCCESSORS LTD,10-Dec-24,"1,339.92 ",PROVISIONS,V002326236
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,H B CLARK AND CO SUCCESSORS LTD,10-Dec-24,285.36 ,PROVISIONS,V002326237
ROCHDALE BOROUGH COUNCIL,03-Dec-24,RESOURCES,NEC SOFTWARE SOLUTIONS UK LTD,03-Dec-24,208.13 ,POSTAGE,V002326265
ROCHDALE BOROUGH COUNCIL,02-Dec-24,PUBLIC HEALTH,ASKEWS AND HOLTS LIBRARY SERVICES LTD,02-Dec-24,139.55 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V002326272
ROCHDALE BOROUGH COUNCIL,04-Dec-24,PROPERTY AND HIGHWAYS,AQUACOOL LTD,04-Dec-24,90.00 ,EQUIPMENT - GENERAL,V002326283
ROCHDALE BOROUGH COUNCIL,17-Dec-24,RESOURCES,CDER GROUP LTD,17-Dec-24,0.00 ,INPUT VAT -  ADJUSTMENTS,V002326285
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,90.00 ,GROUNDS MAINTENANCE GENERAL,V002327068
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,101.67 ,GROUNDS MAINTENANCE GENERAL,V002327069
ROCHDALE BOROUGH COUNCIL,04-Dec-24,ECONOMY DIRECTORATE,HARROPS HELPING HANDS LIMITED,04-Dec-24,204.00 ,CLEANING AND DOMESTIC SUPPLIES,V002327073
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ECONOMY DIRECTORATE,A AND D DOOR SYSTEMS LTD,02-Dec-24,115.00 ,REPAIRS & ALTS OF BUILDINGS,V002327084
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,27-Dec-24,64.00 ,REPAIRS & ALTS OF BUILDINGS,V002327155
ROCHDALE BOROUGH COUNCIL,02-Dec-24,CHILDREN’S SOCIAL CARE,NEW WINGS,02-Dec-24,"1,200.00 ",ACTIVITIES,V002327604
ROCHDALE BOROUGH COUNCIL,02-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,02-Dec-24,"1,047.94 ",CONSUMABLES,V002327617
ROCHDALE BOROUGH COUNCIL,06-Dec-24,CHILDREN’S SOCIAL CARE,COURTYARD CARE LIMITED,06-Dec-24,"18,600.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002327618
ROCHDALE BOROUGH COUNCIL,12-Dec-24,PUBLIC HEALTH,WALK THE PLANK,12-Dec-24,"9,500.00 ",EVENTS,V002327621
ROCHDALE BOROUGH COUNCIL,02-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,02-Dec-24,162.70 ,PROVISIONS,V002327636
ROCHDALE BOROUGH COUNCIL,16-Dec-24,EARLY HELP AND SCHOOLS,RED ROSE TRAINING BOLTON LIMITED,16-Dec-24,31.00 ,TRAINING-NON QUALIFICATION,V002327642
ROCHDALE BOROUGH COUNCIL,02-Dec-24,ADULT CARE LCO FUNCTIONS,TF JONES PROPERTY SERVICES LTD,02-Dec-24,"6,218.49 ",MINOR BUILDING WORKS,V002327649
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,03-Dec-24,117.99 ,PROVISIONS,V002327662
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,03-Dec-24,165.85 ,CONSUMABLES,V002327667
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,FAST HIRE AND SALES LTD,03-Dec-24,40.00 ,MAINTENANCE,V002327669
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,FAST HIRE AND SALES LTD,03-Dec-24,46.75 ,MAINTENANCE,V002327670
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,03-Dec-24,45.00 ,PROPERTY - WORKS ELEMENT,V002327672
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,S HALLIWELL LANDSCAPES LTD,03-Dec-24,800.00 ,SPECIFIED MAINTENANCE,V002327676
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,S HALLIWELL LANDSCAPES LTD,03-Dec-24,190.00 ,SPECIFIED MAINTENANCE,V002327678
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,LITTLEDALE HALL THERAPEUTIC COMMUNITY LTD,03-Dec-24,"3,200.00 ",CONTRACTED SERVICES,V002327700
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,DWF LAW LLP,03-Dec-24,49.20 ,LEGAL SERVICES EXTERNAL,V002327701
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,TREATMENT DIRECT LTD,03-Dec-24,"9,900.00 ",CONTRACTED SERVICES,V002327703
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,RIVINGTON LAND LTD,03-Dec-24,"22,500.00 ",PROFESSIONAL FEES,V002327709
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,03-Dec-24,"1,799.44 ",ASSESSMENT CARE,V002327710
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,03-Dec-24,"4,740.17 ",FOSTER PARENTS BASIC ALLOWANCE,V002327711
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,SHRED STATION,03-Dec-24,111.65 ,CONTRACTS,V002327714
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,PHOENIX FUTURES,03-Dec-24,"6,428.57 ",CONTRACTED SERVICES,V002327715
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,INTERPLAN COLDROOMS LTD,03-Dec-24,320.00 ,SPECIFIED MAINTENANCE,V002327719
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,BANNER GROUP LIMITED,03-Dec-24,115.70 ,PRINTING & STATIONERY,V002327720
ROCHDALE BOROUGH COUNCIL,03-Dec-24,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,03-Dec-24,11.57 ,PRINTING & STATIONERY,V002327721
ROCHDALE BOROUGH COUNCIL,03-Dec-24,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,03-Dec-24,18.27 ,ARTS & CRAFTS,V002327722
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS TRADING LIMITED,03-Dec-24,43.96 ,STATUTORY UNDERTAKING-UTILITY COMPANIES,V002327726
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS TRADING LIMITED,03-Dec-24,46.25 ,STATUTORY UNDERTAKING-UTILITY COMPANIES,V002327727
ROCHDALE BOROUGH COUNCIL,04-Dec-24,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,04-Dec-24,"1,165.00 ",MATERIAL - GENERAL,V002327729
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,WATER PLUS,03-Dec-24,104.93 ,WATER CHARGES,V002327730
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,WATER PLUS,03-Dec-24,97.29 ,WATER CHARGES,V002327730
ROCHDALE BOROUGH COUNCIL,03-Dec-24,COMMISSIONING AND STATUTORY,PANORAMIC ASSOCIATES LTD,03-Dec-24,"2,400.00 ",CONSULTANT FEES,V002327733
ROCHDALE BOROUGH COUNCIL,03-Dec-24,COMMISSIONING AND STATUTORY,PANORAMIC ASSOCIATES LTD,03-Dec-24,"2,700.00 ",CONSULTANT FEES,V002327734
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,03-Dec-24,320.55 ,PROVISIONS,V002327736
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,03-Dec-24,23.90 ,PROVISIONS,V002327736
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ADULT CARE LCO FUNCTIONS,PANORAMIC ASSOCIATES LTD,03-Dec-24,"4,500.00 ",ROOM HIRE,V002327737
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,DONALD INSALL ASSOCIATES,03-Dec-24,"7,247.50 ",CONSULTANTS FEES,V002327738
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,CALDERDALE INDUSTRIAL MUSEUM ASSOCIATION,03-Dec-24,60.00 ,ACTIVITIES,V002327740
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,CALDERDALE INDUSTRIAL MUSEUM ASSOCIATION,03-Dec-24,100.00 ,ACTIVITIES,V002327741
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ZONAL RETAIL DATA SYSTEMS LTD,03-Dec-24,450.00 ,EQUIPMENT - GENERAL,V002327744
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,SENSIBLE CHOICE LTD,03-Dec-24,"4,592.59 ",TRANSACTIONS-EXPENDITURE,V002327749
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,INTRAQUEST COMMUNITY CIC,03-Dec-24,"1,275.00 ",ACTIVITIES,V002327750
ROCHDALE BOROUGH COUNCIL,05-Dec-24,PROPERTY AND HIGHWAYS,WATERMAN ASPEN LTD,05-Dec-24,"2,200.00 ",CAPITAL SALARIES,V002327751
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,DENNIS CROOKS LTD,03-Dec-24,208.08 ,PROVISIONS,V002327753
ROCHDALE BOROUGH COUNCIL,06-Dec-24,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,06-Dec-24,225.00 ,PROPERTY - WORKS ELEMENT,V002327754
ROCHDALE BOROUGH COUNCIL,03-Dec-24,EARLY HELP AND SCHOOLS,NORMANS BURTON UPON TRENT LTD,03-Dec-24,42.50 ,EQUIPMENT - GENERAL,V002327760
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,03-Dec-24,270.00 ,SEXUAL HEALTH-OUT OF AREA,V002327762
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE FLEX-E-RENT,03-Dec-24,"3,399.40 ",TRANSACTIONS-EXPENDITURE,V002327763
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,ADFERIAD RECOVERY,03-Dec-24,"4,725.00 ",CONTRACTED SERVICES,V002327765
ROCHDALE BOROUGH COUNCIL,03-Dec-24,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,03-Dec-24,95.28 ,PRINTING & STATIONERY,V002327766
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,BANNER GROUP LIMITED,03-Dec-24,8.40 ,PRINTING & STATIONERY,V002327767
